id,text,result,date,token,nb,pol
1543261038614831110,Had Chick-fil-A Ice cream two weeks ago. It is flippin good!,Positive,2022-07-09 13:19:58.161517,"['had', 'chick', 'fil', 'a', 'ice', 'cream', 'two', 'week', 'ago', 'it', 'be', 'flipping', 'good']",Negative,Positive
1543261037750796288,"RT @KevOnStage: Chick-Fil-A employee: You can’t eat the 8 piece nugget and the spicy  chicken sandwich. 

Me: 

https://t.co/8LUD1owfbr",Negative,2022-07-09 13:19:58.210629,"['chick', 'fil', 'a', 'employee', 'you', 'can', 't', 'eat', 'the', '8', 'piece', 'nugget', 'and', 'the', 'spicy', 'chicken', 'sandwich', 'me', 'http', 't', 'co', '8ud1owner']",Negative,Negative
1543261026048786433,RT @SaeedDiCaprio: omg??? chick fil a??? https://t.co/aIFp3enKB2,neutral,2022-07-09 13:19:58.264283,"['omg', 'chick', 'fil', 'a', 'http', 't', 'co', 'amp3en2']",Negative,neutral
1543261025184624641,RT @SaycheeseDGTL: Chick-fil-A is named America is favorite restaurant for the 8th year in a row. McDonald’s came in last due to bad custome…,Negative,2022-07-09 13:19:58.295582,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'the', '8th', 'year', 'in', 'a', 'row', 'mcdonald', 's', 'come', 'in', 'last', 'due', 'to', 'bad', 'custom']",Negative,Negative
1543261021619511296,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:19:58.328236,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1543261020730363905,RT @nypost: Chick-fil-A is America is favorite restaurant — for the 8th year in a row https://t.co/bV5qcdxRGe https://t.co/AGFFeSbZEx,Positive,2022-07-09 13:19:58.506659,"['chick', 'fil', 'a', 'be', 'america', 'be', 'favorite', 'restaurant', 'for', 'the', '8th', 'year', 'in', 'a', 'row', 'http', 't', 'co', 'by5qcdxrge', 'http', 't', 'co', 'agffesbzex']",Negative,Positive
1543261019069448193,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:58.537703,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543261018364813312,"RT @KevOnStage: Chick-Fil-A employee: You can’t eat the 8 piece nugget and the spicy  chicken sandwich. 

Me: 

https://t.co/8LUD1owfbr",Negative,2022-07-09 13:19:58.584755,"['chick', 'fil', 'a', 'employee', 'you', 'can', 't', 'eat', 'the', '8', 'piece', 'nugget', 'and', 'the', 'spicy', 'chicken', 'sandwich', 'me', 'http', 't', 'co', '8ud1owner']",Negative,Negative
1543261018180157448,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:58.615992,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543261013843361792,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:19:58.646681,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1543261008483024898,RT @LarryFinesGhost: I do not eat at Chick-fil-A. I do not shop at Hobby Lobby. 🤷‍♂️ Ever.,neutral,2022-07-09 13:19:58.677039,"['i', 'do', 'not', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'do', 'not', 'shop', 'at', 'hobby', 'lobby', 'ever']",Positive,neutral
1543261003688853506,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:58.708054,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543261002875248641,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:58.741685,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260999372967939,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:58.773442,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260987565957122,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:19:58.814179,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1543260986919923714,RT @LarryFinesGhost: I do not eat at Chick-fil-A. I do not shop at Hobby Lobby. 🤷‍♂️ Ever.,neutral,2022-07-09 13:19:58.861237,"['i', 'do', 'not', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'do', 'not', 'shop', 'at', 'hobby', 'lobby', 'ever']",Positive,neutral
1543260983702994944,"RT @MattHasTweets_: I trust Chick-fil-A so much that I don’t even check my bag and if they get my order wrong, I just assume they know what…",Negative,2022-07-09 13:19:58.893368,"['i', 'trust', 'chick', 'fil', 'a', 'so', 'much', 'that', 'i', 'don', 't', 'even', 'check', 'my', 'bag', 'and', 'if', 'they', 'get', 'my', 'order', 'wrong', 'i', 'just', 'assume', 'they', 'know', 'what']",Negative,Negative
1543260983388508160,RT @SaeedDiCaprio: omg??? chick fil a??? https://t.co/aIFp3enKB2,neutral,2022-07-09 13:19:58.946151,"['omg', 'chick', 'fil', 'a', 'http', 't', 'co', 'amp3en2']",Negative,neutral
1543260961510809600,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:58.978528,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260957945634816,RT @nypost: Chick-fil-A is America is favorite restaurant — for the 8th year in a row https://t.co/bV5qcdxRGe https://t.co/AGFFeSbZEx,Positive,2022-07-09 13:19:59.157210,"['chick', 'fil', 'a', 'be', 'america', 'be', 'favorite', 'restaurant', 'for', 'the', '8th', 'year', 'in', 'a', 'row', 'http', 't', 'co', 'by5qcdxrge', 'http', 't', 'co', 'agffesbzex']",Negative,Positive
1543260947233402880,RT @SaycheeseDGTL: Chick-fil-A is named America is favorite restaurant for the 8th year in a row. McDonald’s came in last due to bad custome…,Negative,2022-07-09 13:19:59.189216,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'the', '8th', 'year', 'in', 'a', 'row', 'mcdonald', 's', 'come', 'in', 'last', 'due', 'to', 'bad', 'custom']",Negative,Negative
1543260937620160512,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:59.224193,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260936278081538,@sowegaCat Thats kind of bizarre to say ALL THE PEOPLE at Hobby Lobby and Chick FiL A are like that…. Some are just there to pay these inflated bills,Positive,2022-07-09 13:19:59.278968,"['thats', 'kind', 'of', 'bizarre', 'to', 'say', 'all', 'the', 'people', 'at', 'hobby', 'lobby', 'and', 'chick', 'fix', 'a', 'be', 'like', 'that', 'some', 'be', 'just', 'there', 'to', 'pay', 'these', 'inflated', 'bill']",Positive,Positive
1543260929848213506,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:59.311825,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260928921280512,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:59.343628,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260921325404160,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:59.378092,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260912135667716,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:19:59.410783,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260911049314306,RT @SherryfromLBK1: 🇺🇸💕Love Chick-fil-A💕🇺🇸 https://t.co/HnsJaM9HfX,Positive,2022-07-09 13:19:59.489755,"['love', 'chick', 'fil', 'a', 'http', 't', 'co', 'hnsjam9hf']",Positive,Positive
1543260907924488200,RT @LarryFinesGhost: I do not eat at Chick-fil-A. I do not shop at Hobby Lobby. 🤷‍♂️ Ever.,neutral,2022-07-09 13:19:59.521005,"['i', 'do', 'not', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'do', 'not', 'shop', 'at', 'hobby', 'lobby', 'ever']",Positive,neutral
1543260902106996743,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:19:59.552522,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1543260893458436097,RT @nypost: Chick-fil-A is America is favorite restaurant — for the 8th year in a row https://t.co/bV5qcdxRGe https://t.co/AGFFeSbZEx,Positive,2022-07-09 13:19:59.729878,"['chick', 'fil', 'a', 'be', 'america', 'be', 'favorite', 'restaurant', 'for', 'the', '8th', 'year', 'in', 'a', 'row', 'http', 't', 'co', 'by5qcdxrge', 'http', 't', 'co', 'agffesbzex']",Negative,Positive
1543260872373673984,RT @LarryFinesGhost: I do not eat at Chick-fil-A. I do not shop at Hobby Lobby. 🤷‍♂️ Ever.,neutral,2022-07-09 13:19:59.783962,"['i', 'do', 'not', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'do', 'not', 'shop', 'at', 'hobby', 'lobby', 'ever']",Negative,neutral
1543260871622737920,RT @nypost: Chick-fil-A is America is favorite restaurant — for the 8th year in a row https://t.co/bV5qcdxRGe https://t.co/AGFFeSbZEx,Positive,2022-07-09 13:19:59.982440,"['chick', 'fil', 'a', 'be', 'america', 'be', 'favorite', 'restaurant', 'for', 'the', '8th', 'year', 'in', 'a', 'row', 'http', 't', 'co', 'by5qcdxrge', 'http', 't', 'co', 'agffesbzex']",Negative,Positive
1543260868443623424,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:20:00.018815,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1543260866971418628,RT @nypost: Chick-fil-A is America is favorite restaurant — for the 8th year in a row https://t.co/bV5qcdxRGe https://t.co/AGFFeSbZEx,Positive,2022-07-09 13:20:00.219840,"['chick', 'fil', 'a', 'be', 'america', 'be', 'favorite', 'restaurant', 'for', 'the', '8th', 'year', 'in', 'a', 'row', 'http', 't', 'co', 'by5qcdxrge', 'http', 't', 'co', 'agffesbzex']",Negative,Positive
1543260865054613504,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:20:00.256028,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1543260853549645824,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:20:00.293011,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260831281995776,RT @SaeedDiCaprio: omg??? chick fil a??? https://t.co/aIFp3enKB2,neutral,2022-07-09 13:20:00.345123,"['omg', 'chick', 'fil', 'a', 'http', 't', 'co', 'amp3en2']",Positive,neutral
1543260824378171393,RT @SaeedDiCaprio: omg??? chick fil a??? https://t.co/aIFp3enKB2,neutral,2022-07-09 13:20:00.396458,"['omg', 'chick', 'fil', 'a', 'http', 't', 'co', 'amp3en2']",Positive,neutral
1543260823153434627,"RT @FredWimpy: If you don’t like chick fil a because of their food, then I’m good with that. If it’s because of your politics, then you’re…",Positive,2022-07-09 13:20:00.434347,"['if', 'you', 'don', 't', 'like', 'chick', 'fil', 'a', 'because', 'of', 'their', 'food', 'then', 'i', 'm', 'good', 'with', 'that', 'if', 'it', 's', 'because', 'of', 'your', 'politics', 'then', 'you', 're']",Negative,Positive
1543260813313445888,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:20:00.472380,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260806296399883,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:20:00.504611,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1543260805277159424,RT @LarryFinesGhost: I do not eat at Chick-fil-A. I do not shop at Hobby Lobby. 🤷‍♂️ Ever.,neutral,2022-07-09 13:20:00.536254,"['i', 'do', 'not', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'do', 'not', 'shop', 'at', 'hobby', 'lobby', 'ever']",Positive,neutral
1543260799644450817,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:20:00.567657,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260798130307072,RT @SaeedDiCaprio: omg??? chick fil a??? https://t.co/aIFp3enKB2,neutral,2022-07-09 13:20:00.619311,"['omg', 'chick', 'fil', 'a', 'http', 't', 'co', 'amp3en2']",Positive,neutral
1543260796192530436,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:20:00.652359,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1543260795768815617,RT @ohatchus: I love when liberals boycott Chick-fil-A.  The place no longer smells like unshowered ass &amp; the lines move so much quicker wh…,Positive,2022-07-09 13:20:00.750742,"['i', 'love', 'when', 'liberal', 'boycott', 'chick', 'fil', 'a', 'the', 'place', 'no', 'long', 'smell', 'like', 'unshowered', 'as', 'amp', 'the', 'line', 'move', 'so', 'much', 'quicker', 'wh']",Positive,Positive
1543260793982050308,"RT @Joshes_Journal: If you get on Twitter to brag about boycotting Chick-fil-A when all of their drive-thrus always look like this, you one…",neutral,2022-07-09 13:20:00.837526,"['journal', 'if', 'you', 'get', 'on', 'twitter', 'to', 'bag', 'about', 'boycott', 'chick', 'fil', 'a', 'when', 'all', 'of', 'their', 'drive', 'thus', 'always', 'look', 'like', 'this', 'you', 'one']",Positive,neutral
1543260784314269696,RT @nypost: Chick-fil-A is America is favorite restaurant — for the 8th year in a row https://t.co/bV5qcdxRGe https://t.co/AGFFeSbZEx,Positive,2022-07-09 13:20:01.011674,"['chick', 'fil', 'a', 'be', 'america', 'be', 'favorite', 'restaurant', 'for', 'the', '8th', 'year', 'in', 'a', 'row', 'http', 't', 'co', 'by5qcdxrge', 'http', 't', 'co', 'agffesbzex']",Negative,Positive
1543260772343681024,"@CoolMom169 @bookwormbarbiee @PelicanInMotion Girl, stop lying. https://t.co/qpXf5n3d8l",neutral,2022-07-09 13:20:01.053019,"['girl', 'stop', 'lie', 'http', 't', 'co', 'pdf5n3d8l']",Negative,neutral
1543260763736899586,RT @mdtoorder: I’m 61 and I’ve never once been to Chick-Fil-A. Hobby Lobby either.,neutral,2022-07-09 13:20:01.084098,"['i', 'm', '61', 'and', 'i', 've', 'never', 'once', 'be', 'to', 'chick', 'fil', 'a', 'hobby', 'lobby', 'either']",Negative,neutral
1543260763514580993,RT @SaeedDiCaprio: omg??? chick fil a??? https://t.co/aIFp3enKB2,neutral,2022-07-09 13:20:01.136211,"['omg', 'chick', 'fil', 'a', 'http', 't', 'co', 'amp3en2']",Negative,neutral
1543260753515479044,"RT @luvjordan__: Paid for 3 random people tabs today while running errands. In the Produce store, Market, &amp; Chick Fil A. We all are going t…",Negative,2022-07-09 13:20:01.196579,"['paid', 'for', '3', 'random', 'people', 'tabs', 'today', 'while', 'run', 'brand', 'in', 'the', 'produce', 'store', 'market', 'amp', 'chick', 'fil', 'a', 'we', 'all', 'be', 'go', 't']",Positive,Negative
1543260749430145030,RT @LarryFinesGhost: I do not eat at Chick-fil-A. I do not shop at Hobby Lobby. 🤷‍♂️ Ever.,neutral,2022-07-09 13:20:01.229577,"['i', 'do', 'not', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'do', 'not', 'shop', 'at', 'hobby', 'lobby', 'ever']",Positive,neutral
1543260733386915841,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:20:01.265067,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1543260727875477504,RT @SaeedDiCaprio: omg??? chick fil a??? https://t.co/aIFp3enKB2,neutral,2022-07-09 13:20:01.323956,"['omg', 'chick', 'fil', 'a', 'http', 't', 'co', 'amp3en2']",Positive,neutral
1543260724700450816,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:20:01.355500,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543260722519498753,RT @LarryFinesGhost: I do not eat at Chick-fil-A. I do not shop at Hobby Lobby. 🤷‍♂️ Ever.,neutral,2022-07-09 13:20:01.386457,"['i', 'do', 'not', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'do', 'not', 'shop', 'at', 'hobby', 'lobby', 'ever']",Positive,neutral
1543260704853082112,RT @CajunBlueAZ1: Hobby Lobby and Chick-fil-A hate the LGBTQ community and oppose reproductive rights. I do not give our business to faith/…,Negative,2022-07-09 13:20:01.433405,"['hobby', 'lobby', 'and', 'chick', 'fil', 'a', 'hate', 'the', 'lgbtq', 'community', 'and', 'oppose', 'reproductive', 'right', 'i', 'do', 'not', 'give', 'our', 'business', 'to', 'faith']",Positive,Negative
1543260694124060672,RT @LarryFinesGhost: I do not eat at Chick-fil-A. I do not shop at Hobby Lobby. 🤷‍♂️ Ever.,neutral,2022-07-09 13:20:01.465310,"['i', 'do', 'not', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'do', 'not', 'shop', 'at', 'hobby', 'lobby', 'ever']",Positive,neutral
1543260685496369152,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:20:01.498322,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
